🕘️更新时间,#genre#
CCTV-3,http://123.129.70.178:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://58.17.48.228:808/hls/3/index.m3u8
CCTV-3,http://101.66.199.251:9901/tsfile/live/0003_1.m3u8
CCTV-3,http://101.66.195.105:9901/tsfile/live/0003_1.m3u8
CCTV-3,http://36.105.100.208:35455/gaoma/cctv3.m3u8
CCTV-3,http://iptv.huuc.edu.cn/hls/cctv3hd.m3u8
CCTV-3,https://mursor.ottiptv.cc/migu/624878271.m3u8?migutoken=748b961c229b0cae3fffd1ab3e2bf52abf99ac9049126b1f78e513ccff905c383722f741df825582b5c9e038c337bad76e4e0b49e76287a15a795ef97661c38f25a391ffb1b8ec3c456042e2a8
CCTV-4,http://120.76.248.139/live/bfgd/4200000063.m3u8
CCTV-4,http://123.52.14.64:9901/tsfile/live/0004_1.m3u8
CCTV-4,http://221.224.197.251:9901/tsfile/live/0004_1.m3u8
CCTV-4,http://61.145.188.90:50005/rtp/239.77.1.163:5146
CCTV-4,http://60.29.124.66:6080/hls/15/index.m3u8
CCTV-4,http://222.185.98.96:888/rtp/239.49.0.4:8024
CCTV-4,http://222.185.98.96:888/rtp/239.49.1.4:6000
CCTV-4,http://223.241.247.214:9901/tsfile/live/0004_1.m3u8
CCTV-4,http://58.19.43.46:9901/tsfile/live/1023_1.m3u8
CCTV-4,http://171.14.89.243:9901/tsfile/live/0004_1.m3u8
CCTV-4,http://183.11.239.36:808/hls/77/index.m3u8
CCTV-4,http://101.66.199.251:9901/tsfile/live/0004_1.m3u8
CCTV-4,http://101.66.195.105:9901/tsfile/live/0004_1.m3u8
CCTV-4,https://mursor.ottiptv.cc/migu/631780421.m3u8?migutoken=b4d54db1e5409813fe9feb9dc4ff0069f30e304c7ffa7f08b83fda15c9ccf2bc69340b9f5fe5699d37a6416e1b6766cfe4e9190c4c40fec64d4524334bfaef63adf4a93f878e6f0aff0c3e5d74
CCTV-5,http://120.76.248.139/live/bfgd/4200000064.m3u8
CCTV-5,http://123.52.14.64:9901/tsfile/live/0005_1.m3u8
CCTV-5,http://222.185.98.96:888/rtp/239.49.1.5:6000
CCTV-5,http://222.185.98.96:888/rtp/239.49.0.5:9570
CCTV-5,http://223.241.247.214:9901/tsfile/live/0005_1.m3u8
CCTV-5,http://61.156.228.12:8154/tsfile/live/0005_1.m3u8
CCTV-5,http://113.57.111.4:1111/tsfile/live/1004_1.m3u8
CCTV-5,http://101.66.195.105:9901/tsfile/live/0005_1.m3u8
CCTV-5,http://101.66.199.251:9901/tsfile/live/0005_1.m3u8
CCTV-5,http://iptv.huuc.edu.cn/hls/cctv5hd.m3u8
CCTV-5,https://mursor.ottiptv.cc/migu/641886683.m3u8?migutoken=42235905840230e38dbf6a0f62da22af9feb96a7424bba11a61d1818ce5d3123ed84ef5b03d134bdbddd40e8ecaddea5d62c75ac2bb73761d68d91d7f9f449814cb68c79b6940dafeda485f3fa
CCTV-5+,http://120.76.248.139/live/bfgd/4200000246.m3u8
CCTV-5+,http://123.52.14.64:9901/tsfile/live/0016_1.m3u8
CCTV-5+,http://61.156.228.12:8154/tsfile/live/0016_1.m3u8
CCTV-5+,http://120.238.94.10:9901/tsfile/live/1023_1.m3u8
CCTV-5+,http://58.57.40.22:9901/tsfile/live/1005_1.m3u8
CCTV-5+,http://36.105.100.208:35455/gaoma/cctv5p.m3u8
CCTV-5+,https://mursor.ottiptv.cc/migu/641886773.m3u8?migutoken=bdab6314e7380d9d5fd5ec108a308fd8ec4fc1b41e55ff643f272c139062e0f59145ad338e9000d95dbaaeb4a83a9061699b961799d42d7c1da91bc5ff7a2ae1e8a3cd36b0009e7e78c1e9a94c
CCTV-6,http://120.76.248.139/live/bfgd/4200000065.m3u8
CCTV-6,http://123.52.14.64:9901/tsfile/live/0006_1.m3u8
CCTV-6,http://222.185.98.96:888/rtp/239.49.0.6:9574
CCTV-6,http://222.185.98.96:888/rtp/239.49.1.6:6000
CCTV-6,http://171.14.89.243:9901/tsfile/live/0006_1.m3u8
CCTV-6,http://183.11.239.36:808/hls/94/index.m3u8
CCTV-6,http://58.57.40.22:9901/tsfile/live/1006_1.m3u8
CCTV-6,http://36.105.100.208:35455/gaoma/cctv6.m3u8
CCTV-6,http://101.66.195.105:9901/tsfile/live/0006_1.m3u8
CCTV-6,https://mursor.ottiptv.cc/migu/624878396.m3u8?migutoken=78ed3475b6feb325afcabb92d48e249d5db33ab1930ee9dda875cd056fd43c4468929ca9ae8a4c7d36aaa0d3287e0430fb21fea9ba13828da0e52ad252797cd70b18386af56bec6133d32b516b
CCTV-7,http://221.224.197.251:9901/tsfile/live/0007_1.m3u8
CCTV-7,http://123.52.14.64:9901/tsfile/live/0007_1.m3u8
CCTV-7,http://171.109.20.22:4566/rtp/239.81.0.116:4056
CCTV-7,http://222.185.98.96:888/rtp/239.49.1.254:6000
CCTV-7,http://220.169.109.72:802/rtp/239.76.253.157:9000
CCTV-7,http://112.46.85.60:8009/hls/504/index.m3u8
CCTV-7,http://183.11.239.36:808/hls/25/index.m3u8
CCTV-7,http://220.169.100.41:10087/rtp/239.76.253.157:9000
CCTV-7,http://182.150.23.74:808/hls/7/index.m3u8
CCTV-7,http://101.66.199.251:9901/tsfile/live/0007_1.m3u8
CCTV-7,http://1b6467f415.iok.la:9931/tsfile/live/1027_1.m3u8
CCTV-7,http://101.66.195.105:9901/tsfile/live/0007_1.m3u8
CCTV-7,http://iptv.huuc.edu.cn/hls/cctv7hd.m3u8
CCTV-8,http://123.52.14.64:9901/tsfile/live/0008_1.m3u8
CCTV-8,http://222.185.98.96:888/rtp/239.49.1.8:6000
CCTV-8,http://222.185.98.96:888/rtp/239.49.0.8:9578
CCTV-8,http://58.19.43.46:9901/tsfile/live/1027_1.m3u8
CCTV-8,http://113.57.111.4:1111/tsfile/live/1007_1.m3u8
CCTV-8,http://222.169.85.8:9901/tsfile/live/0008_1.m3u8
CCTV-8,https://mursor.ottiptv.cc/migu/624878356.m3u8?migutoken=1d2b0ad39ee3eda8d765826845442f819677f66b01751cc3e257fd9ca54537f08a0b4725ef0644a5670b0e3302e090ab829502ad9e1303b46198d8f030672555d0182e5743e39956d64398ee19
CCTV-9,http://125.43.244.1:9901/tsfile/live/0009_2.m3u8
CCTV-9,http://123.52.14.64:9901/tsfile/live/0009_1.m3u8
CCTV-9,http://222.185.98.96:888/rtp/239.49.8.53:9814
CCTV-9,http://220.169.100.41:10087/rtp/239.76.253.159:9000
CCTV-9,http://116.233.38.0:8888/rtp/239.45.3.4:5140
CCTV-9,http://218.89.240.144:59901/tsfile/live/0009_1.m3u8
CCTV-9,http://58.19.43.46:9901/tsfile/live/1028_1.m3u8
CCTV-9,http://116.128.242.83:9901/tsfile/live/0010_1.m3u8
CCTV-9,http://61.136.172.236:9901/tsfile/live/0009_1.m3u8
CCTV-9,http://101.66.199.251:9901/tsfile/live/0009_1.m3u8
CCTV-9,http://3501776.xyz:35455/gaoma/cctv9.m3u8
CCTV-9,http://101.66.195.105:9901/tsfile/live/0009_1.m3u8
CCTV-9,https://mursor.ottiptv.cc/migu/673168140.m3u8?migutoken=477280aed988bbdad8c620ede6de1024f6761e79660545e751f7296b1b7fe1d478a687fc4ebae10551a5d82b6064e11e424423c2e5d532ad5c2cd93c8905c0c10948ed36c73bb811955ed69c87
CCTV-10,http://123.52.14.64:9901/tsfile/live/0010_1.m3u8
CCTV-10,http://123.174.106.183:8888/rtp/239.1.1.17:8017
CCTV-10,http://114.222.251.120:4023/rtp/239.49.8.54:9818
CCTV-10,http://171.109.20.22:4566/rtp/239.81.0.118:4056
CCTV-10,http://183.131.246.250:9901/tsfile/live/0010_1.m3u8
CCTV-10,http://222.185.98.96:888/rtp/239.49.0.10:8072
CCTV-10,http://222.185.98.96:888/rtp/239.49.1.10:6000
CCTV-10,http://60.168.244.54:8888/rtp/238.1.78.241:7800
CCTV-10,http://220.169.109.72:802/rtp/239.76.253.160:9000
CCTV-10,http://1b6467f415.iok.la:9931/tsfile/live/1030_1.m3u8
CCTV-10,http://101.66.199.251:9901/tsfile/live/0010_1.m3u8
CCTV-10,http://101.66.195.105:9901/tsfile/live/0010_1.m3u8
CCTV-10,http://58.57.40.22:9901/tsfile/live/1010_1.m3u8
CCTV-10,http://36.105.100.208:35455/gaoma/cctv10.m3u8
CCTV-10,http://3501776.xyz:35455/gaoma/cctv10.m3u8
CCTV-11,http://125.43.244.1:9901/tsfile/live/0011_1.m3u8
CCTV-11,http://123.52.14.64:9901/tsfile/live/0011_1.m3u8
CCTV-11,http://222.185.98.96:888/rtp/239.49.1.11:6000
CCTV-11,http://222.185.98.96:888/rtp/239.49.0.11:8080
CCTV-11,http://60.168.244.54:8888/rtp/238.1.78.206:7502
CCTV-11,http://1b6467f415.iok.la:9931/tsfile/live/1031_1.m3u8
CCTV-11,http://58.19.43.46:9901/tsfile/live/1030_1.m3u8
CCTV-11,http://182.150.23.74:808/hls/11/index.m3u8
CCTV-11,http://120.76.248.139/live/bfgd/4200000130.m3u8
CCTV-11,http://101.66.195.105:9901/tsfile/live/0011_1.m3u8
CCTV-11,https://mursor.ottiptv.cc/migu/667987558.m3u8?migutoken=c41a5f4c060178f34e27f563a7399d6239315d9edfffbdfc99e6ff97228f431c44935caa9b117da6da685d0502f05f6aa7e4f38772a96eefa12868114f62eef542b51c2881acc30c13f74986bd
CCTV-12,http://120.197.253.254:1818/rtp/239.20.0.201:2200
CCTV-12,http://114.222.251.120:4023/rtp/239.49.8.55:9822
CCTV-12,http://123.52.14.64:9901/tsfile/live/0012_1.m3u8
CCTV-12,http://222.185.98.96:888/rtp/239.49.1.12:6000
CCTV-12,http://222.185.98.96:888/rtp/239.49.0.12:8088
CCTV-12,http://39.164.160.249:9901/tsfile/live/0012_1.m3u8
CCTV-12,http://1b6467f415.iok.la:9931/tsfile/live/1032_1.m3u8
CCTV-12,http://116.233.38.0:8888/rtp/239.45.3.10:5140
CCTV-12,http://101.66.199.251:9901/tsfile/live/0012_1.m3u8
CCTV-12,http://101.66.195.105:9901/tsfile/live/0012_1.m3u8
CCTV-12,http://36.105.100.208:35455/gaoma/cctv12.m3u8
CCTV-12,http://3501776.xyz:35455/gaoma/cctv12.m3u8
CCTV-12,http://iptv.huuc.edu.cn/hls/cctv12hd.m3u8
CCTV-12,https://mursor.ottiptv.cc/migu/673168185.m3u8?migutoken=d3c534694fa260223f4ffa286dec7401162129f49dccb1e53dca510f761363ad61265fad5cd6db93e2c1104c8b9474ee35333b05d7c8909ffbbb3eb50aa7dcce220fa449feb8626be40e86834c
CCTV-13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8
CCTV-13,http://120.197.253.254:1818/rtp/239.21.0.88:3692
CCTV-13,http://123.52.14.64:9901/tsfile/live/0013_1.m3u8
CCTV-13,http://171.109.20.22:4566/rtp/239.81.0.206:4056
CCTV-13,http://222.185.98.96:888/rtp/239.49.0.13:8096
CCTV-13,http://222.185.98.96:888/rtp/239.49.1.13:6000
CCTV-13,http://101.66.199.251:9901/tsfile/live/0013_1.m3u8
CCTV-13,http://101.66.195.105:9901/tsfile/live/0013_1.m3u8
CCTV-13,https://event.pull.hebtv.com/jishi/cp1.m3u8
CCTV-13,http://jwplay.hebyun.com.cn/live/cctv13/1500k/tzwj_video.m3u8
CCTV-13,https://ldncctvwbcdcnc.v.wscdns.com/ldncctvwbcd/cdrmldcctv13_1/index.m3u8
CCTV-13,http://iptv.huuc.edu.cn/hls/cctv13hd.m3u8
CCTV-13,https://mursor.ottiptv.cc/migu/608807423.m3u8?migutoken=579e1cc1b86853ed5797cd61d672556d741f922459affdd7767100769c7679e225d9e40d6daae5753faf62acf4e0bb59e129951cd22b8dde1610e64d257ad606cb14c0bc99e7d6dd8fce862401
CCTV-14,http://123.174.106.183:8888/rtp/239.1.1.21:8021
CCTV-14,http://123.52.14.64:9901/tsfile/live/0014_1.m3u8
CCTV-14,http://222.185.98.96:888/rtp/239.49.1.14:6000
CCTV-14,http://222.185.98.96:888/rtp/239.49.0.14:8104
CCTV-14,http://220.169.100.41:10087/rtp/239.76.253.164:9000
CCTV-14,http://39.164.160.249:9901/tsfile/live/0014_1.m3u8
CCTV-14,http://116.128.242.83:9901/tsfile/live/0015_1.m3u8
CCTV-14,http://113.25.252.226:9901/tsfile/live/0014_1.m3u8
CCTV-14,http://iptv.huuc.edu.cn/hls/cctv14hd.m3u8
CCTV-14,https://event.pull.hebtv.com/jishi/cp2.m3u8
CCTV-14,https://mursor.ottiptv.cc/migu/624878440.m3u8?migutoken=a33a35d1b79faeded3cda61003ac7962af37b309b20258304f24d395b2af8b3c8b5109456895263c536525f00620f8e327e2170242f29428c6b60c513d18c014a39090b859c57baeafc13005d9
CCTV-15,http://123.52.14.64:9901/tsfile/live/0015_1.m3u8
CCTV-15,http://222.185.98.96:888/rtp/239.49.0.15:8112
CCTV-15,http://222.185.98.96:888/rtp/239.49.1.15:6000
CCTV-15,http://60.168.244.54:8888/rtp/238.1.78.222:7648
CCTV-15,http://39.164.160.249:9901/tsfile/live/0015_1.m3u8
CCTV-15,http://61.156.228.12:8154/tsfile/live/0015_1.m3u8
CCTV-15,http://58.19.43.46:9901/tsfile/live/1034_1.m3u8
CCTV-15,http://101.66.199.251:9901/tsfile/live/0015_1.m3u8
CCTV-15,http://222.134.245.16:9901/tsfile/live/0015_1.m3u8
CCTV-15,http://101.66.195.105:9901/tsfile/live/0015_1.m3u8
CCTV-15,https://mursor.ottiptv.cc/migu/673168223.m3u8?migutoken=f0898bc34d87ed7041a2e441335057d9a42ed16213b54e4f017e19492a3aaf8191cb9ca9adf55bf47a36d9448fff30327fe2fab200a695c69c0ed8b49e9e89bb1fdb14cf5632a5d4903f8678d0
CCTV-16,http://123.174.106.183:8888/rtp/239.1.1.122:8122
CCTV-16,http://114.222.251.120:4023/rtp/239.49.8.31:8000
CCTV-16,http://drive.mxmy.net:8888/udp/239.3.1.184:8001
CCTV-16,http://58.17.48.228:808/hls/25/index.m3u8
CCTV-16,http://183.11.239.36:808/hls/169/index.m3u8
CCTV-16,http://livetv.wqwqwq.sbs/gaoma/cctv4k16.m3u8
CCTV-17,http://222.185.98.96:888/rtp/239.49.0.7:8048
CCTV-17,http://222.185.98.96:888/rtp/239.49.1.7:6000
CCTV-17,http://60.168.244.54:8888/rtp/238.1.78.178:7296
CCTV-17,http://120.238.94.10:9901/tsfile/live/1048_1.m3u8
CCTV-17,http://1b6467f415.iok.la:9931/tsfile/live/1130_1.m3u8
CCTV-17,http://58.57.40.22:9901/tsfile/live/0019_1.m3u8
CCTV-17,http://36.105.100.208:35455/gaoma/cctv17.m3u8
CCTV-17,http://120.76.248.139/live/bfgd/4200000204.m3u8
CCTV-17,https://mursor.ottiptv.cc/migu/673168256.m3u8?migutoken=f4b20a5a495a63537febfce2925c63afd2756116818d1e23518cfdac8f82b539521f782260b2421bfcc8437116ddf3c2db2a5373b1fc2dcdbfcf8f627c6bcadb5103810cb32125f8ab4185e127
CETV-1,https://mursor.ottiptv.cc/migu/923287154.m3u8?migutoken=83ed4661959cabc414489bdf52d945eef9d04e022b407d5c1d7d6b76026b8886ce3410beae64696b1a04358913461142cab0d775491963e614a08e40f75f5b9ad5a1c6d50ee6b6badd95cf6866
CETV-2,https://mursor.ottiptv.cc/migu/923287211.m3u8?migutoken=89f7f05373e4f6b6cb2562461d4c8c78303d45ca753a59c12856d87bcde19b44a6d82b1540937de958c995d482f836eff487a04a839f34fc210d065b33f1c0e0345393b9c5976f424214c7fcc9
CETV-4,https://mursor.ottiptv.cc/migu/923287339.m3u8?migutoken=091c194b6c5aa5113c5dcd2c90689418a764442e78bce5bb981c25587aa2ffc9df817b1fa1038895c7081b7811510268e0d37deb134cef7f2a3872be61887d13e93b506e2e1a8b43e13ccc4d11

💰央视付费频道,#genre#
风云音乐,http://123.174.106.183:8888/rtp/239.1.1.96:8096
风云剧场,http://120.197.253.254:1818/rtp/239.21.0.76:3644
怀旧剧场,http://123.174.106.183:8888/rtp/239.1.1.95:8095
风云足球,https://epg.pw/stream/ac8062ec9484078061d3bef507c15a423ac57ae4144e3fcc4b0a198dd420f911.m3u8
世界地理,http://123.174.106.183:8888/rtp/239.1.1.99:8099

📡卫视频道,#genre#
广东卫视,http://123.174.106.183:8888/rtp/239.1.1.49:8049
广东卫视,http://114.222.251.120:4023/rtp/239.49.8.13:9422
广东卫视,http://222.185.98.96:888/rtp/239.49.0.55:8432
广东卫视,http://222.185.98.96:888/rtp/239.49.1.39:6000
广东卫视,http://183.131.246.250:9901/tsfile/live/0125_1.m3u8
广东卫视,http://120.238.94.10:9901/tsfile/live/1008_1.m3u8
广东卫视,http://39.164.160.249:9901/tsfile/live/0125_1.m3u8
广东卫视,http://183.11.239.36:808/hls/80/index.m3u8
广东卫视,http://58.57.40.22:9901/tsfile/live/1039_1.m3u8
广东卫视,https://mursor.ottiptv.cc/migu/608831231.m3u8?migutoken=45d6d23d1c53058ef98b20bfd4eff4928c2467b463f0946082c583f86f8625f4a75bbbc3c2681183b635631d88913f56bbfd6a28de1369efa4716d7bc830836ab737536870a66d403ec33cddeb
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://123.174.106.183:8888/rtp/239.1.1.38:8038
浙江卫视,http://123.52.14.64:9901/tsfile/live/0124_1.m3u8
浙江卫视,http://l.cztvcloud.com/channels/lantian/SXpinghu3/720p.m3u8
浙江卫视,http://ali-vl.cztv.com/channels/lantian/channel001/360p.m3u8
浙江卫视,http://220.169.109.72:802/rtp/239.76.253.182:9000
浙江卫视,http://220.169.100.41:10087/rtp/239.76.253.182:9000
浙江卫视,http://222.185.98.96:888/rtp/239.49.1.34:6000
浙江卫视,http://222.185.98.96:888/rtp/239.49.0.50:8392
浙江卫视,http://60.168.244.54:8888/rtp/238.1.78.164:7184
浙江卫视,http://cssbyd.imwork.net:8082/hls/22/index.m3u8
浙江卫视,http://iptv.huuc.edu.cn/hls/zjhd.m3u8
湖南卫视,http://125.43.244.1:9901/tsfile/live/0128_1.m3u8
湖南卫视,http://123.174.106.183:8888/rtp/239.1.1.28:8028
湖南卫视,http://114.222.251.120:4023/rtp/239.49.8.12:9418
湖南卫视,http://123.52.14.64:9901/tsfile/live/0128_1.m3u8
湖南卫视,http://171.109.20.22:4566/rtp/239.81.0.110:4056
湖南卫视,http://222.185.98.96:888/rtp/239.49.0.54:8424
湖南卫视,http://222.185.98.96:888/rtp/239.49.1.38:6000
湖南卫视,http://220.169.100.41:10087/rtp/239.76.253.100:9000
湖南卫视,http://218.13.170.98:9901/tsfile/live/1001_1.m3u8
湖南卫视,http://39.164.160.249:9901/tsfile/live/0128_1.m3u8
湖南卫视,http://58.19.43.46:9901/tsfile/live/1036_1.m3u8
湖南卫视,http://58.17.48.228:808/hls/31/index.m3u8
湖南卫视,http://iptv.huuc.edu.cn/hls/hunanhd.m3u8
北京卫视,http://satellitepull.cnr.cn/live/wxbtv/playlist.m3u8
北京卫视,http://125.43.244.1:9901/tsfile/live/0107_1.m3u8
北京卫视,http://114.222.251.120:4023/rtp/239.49.8.11:9414
北京卫视,http://123.52.14.64:9901/tsfile/live/0122_1.m3u8
北京卫视,http://222.185.98.96:888/rtp/239.49.1.33:6000
北京卫视,http://222.185.98.96:888/rtp/239.49.0.49:8384
北京卫视,http://183.131.246.250:9901/tsfile/live/0122_1.m3u8
北京卫视,http://39.164.160.249:9901/tsfile/live/0122_1.m3u8
北京卫视,http://183.11.239.36:808/hls/41/index.m3u8
北京卫视,http://120.76.248.139/live/bfgd/4200000083.m3u8
北京卫视,http://iptv.huuc.edu.cn/hls/btv1hd.m3u8
湖北卫视,http://drive.mxmy.net:8888/udp/239.3.1.138:8044
湖北卫视,http://123.52.14.64:9901/tsfile/live/0132_1.m3u8
湖北卫视,http://171.109.20.22:4566/rtp/239.81.0.112:4056
湖北卫视,http://183.131.246.250:9901/tsfile/live/0132_1.m3u8
湖北卫视,http://222.185.98.96:888/rtp/239.49.0.64:8504
湖北卫视,http://222.185.98.96:888/rtp/239.49.1.48:6000
湖北卫视,http://60.168.244.54:8888/rtp/238.1.78.168:7216
湖北卫视,http://125.42.151.219:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://113.57.111.4:1111/tsfile/live/1015_1.m3u8
湖北卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873465.m3u8
湖北卫视,http://iptv.huuc.edu.cn/hls/hbhd.m3u8
湖北卫视,https://mursor.ottiptv.cc/migu/947472496.m3u8?migutoken=2d0761dc3d33d46289edc0c857d3827c449cc35ec45009598534b02e4a8ba44fba0cf75bfd4c28caf3a7744f5fa22b08706410cf0e4f5a576ca90dd70b68420f4de7e53ca42e20937ef05adeca
黑龙江卫视,http://221.224.197.251:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://125.43.244.1:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8
黑龙江卫视,http://171.109.20.22:4566/rtp/239.81.0.105:4056
黑龙江卫视,http://222.185.98.96:888/rtp/239.49.0.66:8520
黑龙江卫视,http://222.185.98.96:888/rtp/239.49.1.50:6000
黑龙江卫视,http://39.164.160.249:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://58.57.40.22:9901/tsfile/live/1040_1.m3u8
黑龙江卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873470.m3u8
黑龙江卫视,http://iptv.huuc.edu.cn/hls/hljhd.m3u8
安徽卫视,http://116.233.38.0:8888/rtp/239.45.1.120:5140
安徽卫视,http://123.52.14.64:9901/tsfile/live/0130_1.m3u8
安徽卫视,http://222.185.98.96:888/rtp/239.49.0.52:8408
安徽卫视,http://222.185.98.96:888/rtp/239.49.1.36:6000
安徽卫视,http://39.164.160.249:9901/tsfile/live/0130_1.m3u8
安徽卫视,http://183.11.239.36:808/hls/40/index.m3u8
安徽卫视,http://222.134.245.16:9901/tsfile/live/0130_1.m3u8
安徽卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873469.m3u8
安徽卫视,http://iptv.huuc.edu.cn/hls/ahhd.m3u8
重庆卫视,http://125.43.244.1:9901/tsfile/live/0142_1.m3u8
重庆卫视,http://123.52.14.64:9901/tsfile/live/0142_1.m3u8
重庆卫视,http://36.32.174.67:60080/newlive/live/hls/34/live.m3u8
重庆卫视,http://222.185.98.96:888/rtp/239.49.0.58:8456
重庆卫视,http://222.185.98.96:888/rtp/239.49.1.42:6000
重庆卫视,http://60.168.244.54:8888/rtp/238.1.78.31:6176
重庆卫视,http://223.241.247.214:9901/tsfile/live/1007_1.m3u8
重庆卫视,http://120.76.248.139/live/bfgd/4200000107.m3u8
重庆卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000004796458.m3u8
重庆卫视,http://iptv.huuc.edu.cn/hls/cqhd.m3u8
东方卫视,http://123.52.14.64:9901/tsfile/live/0107_1.m3u8
东方卫视,http://114.222.251.120:4023/rtp/239.49.8.17:9606
东方卫视,http://220.169.100.41:10087/rtp/239.76.253.186:9000
东方卫视,http://36.32.174.67:60080/newlive/live/hls/24/live.m3u8
东方卫视,http://60.168.244.54:8888/rtp/238.1.78.163:7176
东方卫视,http://222.185.98.96:888/rtp/239.49.1.32:6000
东方卫视,http://218.13.170.98:9901/tsfile/live/1010_1.m3u8
东方卫视,http://222.185.98.96:888/rtp/239.49.0.48:8376
东方卫视,http://1.24.190.98:10080/hls/66/index.m3u8
东方卫视,http://101.66.199.251:9901/tsfile/live/0018_1.m3u8
东方卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873462.m3u8
东方卫视,http://iptv.huuc.edu.cn/hls/dfhd.m3u8
东方卫视,https://mursor.ottiptv.cc/migu/651632648.m3u8?migutoken=cb7af7a0dbc9ff907a0fba690161db06da2de1c394161e52c29a9e4d6697600025e9b9f396f72870f0f674f9601521ac822fff009a9d427aea04f91e37c7ae4ae371843d57e3b57cceb148d731
东南卫视,http://125.43.244.1:9901/tsfile/live/0137_1.m3u8
东南卫视,http://123.174.106.183:8888/rtp/239.1.1.33:8033
东南卫视,http://114.222.251.120:4023/rtp/239.49.8.112:8000
东南卫视,http://123.129.70.178:9901/tsfile/live/0137_1.m3u8
东南卫视,http://222.185.98.96:888/rtp/239.49.0.61:8480
东南卫视,http://222.185.98.96:888/rtp/239.49.1.45:6000
东南卫视,http://113.57.111.4:1111/tsfile/live/1027_1.m3u8
东南卫视,http://113.57.93.165:9900/tsfile/live/0137_1.m3u8
东南卫视,http://101.66.199.251:9901/tsfile/live/0137_1.m3u8
东南卫视,http://iptv.huuc.edu.cn/hls/dnhd.m3u8
东南卫视,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
东南卫视,https://mursor.ottiptv.cc/migu/849116810.m3u8?migutoken=f07a115afa74fcc9b927562314bbb61e153d4806be92ffa8649534abcd9d251e13b4cbe3bdef14d2291b9b74ba90cc2c9e19a9df822ad1535977c922c28517105c401c0271a62e1e62f57ba87e
甘肃卫视,http://123.52.14.64:9901/tsfile/live/0141_1.m3u8
